Name,Interests,Cluster,Journey Frequency
Shirley Lerner,"pets,food,adventure,culture,science",540,245
Mary Piccirillo,"pets,culture,joke,movie",477,681
Ruby Foster,culture,15,482
Marie Smith,"joke,sports",78,405
Susana Simonson,"pets,politics,fashion",236,147
Blake Dueno,fashion,9,886
George Eslinger,"fashion,movie,adventure,pets,politics",372,788
Linda Plant,"politics,food",43,74
Roger Morris,"movie,pets,adventure,food,culture,science,fashion",452,302
Isabelle Delcolle,"science,culture,adventure,food,joke",366,182
James Collins,"pets,culture,joke,sports,adventure",588,571
Travis Wolfenbarger,"science,culture,adventure,politics,pets",572,905
Maria Linn,"sports,joke,food,culture,fashion,adventure",450,228
Miesha Taylor,"fashion,pets,food,joke,adventure,culture,politics",380,767
Annie Hancock,"science,movie,pets,joke,politics,fashion",37,690
Richard Newton,"adventure,science,pets,sports",467,725
David Warrick,"politics,fashion,science,movie,culture,sports,pets",492,873
Janet Lopez,"movie,pets,adventure,food,joke",571,762
Anna Davis,"sports,pets,fashion",379,665
Dorothy Harness,"movie,adventure,pets,politics",550,800
Sabrina Allard,"sports,pets,science,joke",435,652
Steven Elliot,"politics,food,adventure,joke,pets,sports",304,750
Stephen Ciraulo,"pets,adventure,joke,food,culture,sports,politics",227,999
William Beaudoin,"culture,politics,joke,science,pets,food",442,427
Nicholas Meyer,"food,joke,pets",257,518
Cecil Himes,"adventure,culture,movie",314,288
Kenneth Heilig,"politics,science,joke,adventure",573,769
Marjorie Menefee,"joke,movie",41,524
Michael Torres,"food,fashion",76,322
Vivian Lowery,"sports,culture,politics",150,728
Kenneth Dickhoff,"food,science,pets,sports,culture,movie,adventure",368,128
Willie Meyer,"sports,politics,joke,science",487,631
Nona Davis,"food,joke,adventure,sports,pets,culture,science",69,110
Emily Morris,food,24,538
Hilda Patel,"joke,adventure,culture",310,115
Walter Villanueva,"adventure,food,movie",232,906
Pete Watts,"joke,food,science,adventure,pets,culture",528,664
Donald Hemp,"joke,fashion,politics,food,culture,science",295,90
Gary Adcock,"sports,adventure,movie,food,fashion,pets",175,641
Philip Lambert,"adventure,joke,movie,food",453,9
James Moore,food,24,439
Travis Jones,culture,15,213
Tammy Long,"food,movie,science,adventure",447,599
Holly Berger,"food,fashion,pets,sports",108,813
Rufus Cohen,movie,11,693
Michael Robinson,"fashion,science",52,918
James Maldonado,"food,sports,fashion,movie,joke,science,pets",348,543
Thomas Parrott,"pets,food,adventure,fashion,science",342,97
Regina Koslow,"adventure,sports,science,fashion,culture,food,politics",252,687
Louis Hyatt,"sports,politics,joke,fashion",561,935
Douglas Turley,"food,adventure,fashion",469,441
Daniel Heggie,"food,science,joke,culture,politics",295,637
Andrew Butorac,culture,15,64
James Wiltberger,"sports,culture,science,pets,adventure,politics",472,61
Chris Morrissette,"fashion,pets,food,culture,politics,sports",549,953
David Howlett,"food,fashion,pets,politics,joke,science,sports",375,527
Jessie Hinds,"pets,culture,movie,food,fashion,adventure",64,156
Shelia Parker,"politics,culture,movie,pets,science,fashion",465,410
Paige Sickler,"fashion,movie,adventure,culture",330,73
Kathy Hargrove,"fashion,joke,food",274,802
Sarah Cardenas,"fashion,movie,pets,science,sports",557,43
Jason Grizzard,"science,food",85,568
Rodney Holland,"food,joke,politics,pets,adventure,movie",44,867
Travis Jones,"joke,fashion",112,440
Randy Filmore,"politics,pets,sports,adventure,food",525,413
David Cobbley,"sports,culture",56,828
Christopher Squires,"movie,sports,science",289,811
Donald Kim,"fashion,culture,sports,joke",459,159
Christopher Crespo,joke,14,205
Jenice Davanzo,"adventure,pets,politics,science",432,805
Cory Spears,"pets,movie,culture,politics,sports,joke,science",193,71
Heather Patterson,"science,fashion",52,302
Gary Alvarez,"joke,science,politics",325,891
William Tirk,sports,8,485
Jimmy Goddard,"pets,sports,politics,science,movie",557,651
Richard Smith,joke,14,325
Vicky Whitman,"joke,science,sports,food,adventure",463,58
Roger Bass,"culture,politics,pets,movie,joke,fashion",83,453
Ruby Raines,culture,15,161
Cassie Perrington,"joke,culture",45,12
Dennis Mccoy,"joke,culture,politics,adventure,fashion,food,pets",380,650
Christopher Braswell,"fashion,adventure,science,joke,food,movie,culture",88,332
James Lawley,"movie,politics,joke,science,fashion",589,714
Dee Leonard,"culture,politics,adventure,food",400,322
Juan Carter,"fashion,politics",127,543
James Coleman,adventure,26,994
Dana Maddox,"joke,food,fashion,politics,adventure,sports,culture",390,920
Brian Delaney,"sports,adventure,culture,joke,pets,food,politics",227,349
Elba Clark,"politics,food",43,231
James Panzarella,"food,sports,movie,science",405,944
Jesus Berlinski,"pets,sports,adventure",142,297
William Hundley,"food,movie,culture,science,fashion,joke,adventure",88,185
Emily Verdugo,"movie,culture,sports",284,413
Elena Anderson,"science,movie,politics,fashion",72,172
Marjorie Ellinger,fashion,9,483
John Johnson,"science,fashion",52,318
Maria Mittler,"adventure,pets,science,sports,joke,food",386,126
Rosario Seley,"fashion,food,joke",274,419
Josephine Mulligan,fashion,9,978
Eleanore Rodriguez,"movie,joke,politics,pets,adventure,science",542,52
Micheal Dunn,"joke,movie,sports",280,950
Harold Haber,"science,joke,culture,food",359,259
Linda Greenlee,"sports,movie,fashion,science,pets,joke,adventure",438,517
Michael Moore,"movie,fashion,culture,sports,politics,science,adventure",507,521
Susan Simons,"adventure,culture,joke,fashion,food,science",454,824
Deborah Bourdier,"pets,movie,culture,joke",477,91
Darlene Bernard,"movie,fashion,science,culture,politics",427,404
Kathryn Holden,"movie,sports,adventure,joke",357,865
Yvonne Olsen,"fashion,sports,joke,culture,adventure,science",485,199
Jeanie Steinmetz,"politics,sports,movie,adventure,fashion,joke,food",351,722
Joyce Criswell,"science,sports,pets,adventure,joke",167,79
Randy Lowry,food,24,91
Roger Reyes,"sports,joke",78,994
Paul Walker,"politics,movie,pets,adventure",550,372
Jacklyn Mcneely,"adventure,pets,science,politics,joke",410,599
Martin Harrington,"food,pets,culture,sports,joke,science,politics",256,346
Paige Mays,"politics,food,science,joke",370,353
Russel Ramberg,"politics,movie,adventure",205,296
Mildred Thomen,"politics,culture,food,pets,fashion,joke",442,76
Joseph Calvert,sports,8,358
Grant Bryant,"movie,pets,sports,food,culture",355,553
Leo Trafton,"culture,food,sports",328,590
Joseph Garrison,"food,adventure",54,817
Stacee Vick,"science,culture",50,980
Willis Caldwell,"joke,culture,movie,sports,adventure,food",495,817
Mary Steele,culture,15,944
Shirley Pulse,"adventure,science,food,culture,politics,fashion",339,867
Sandra Clyatt,"joke,science,pets,movie,food",154,764
Michael Johnson,"politics,food,movie,sports",458,293
Irving Henry,"sports,culture,movie,joke,science",160,935
Lori Beck,"culture,politics,joke",269,543
Jim Cerda,"adventure,joke,politics",233,17
Mae Owens,fashion,9,336
Charles Allen,"science,pets",87,517
Patricia Vargas,"adventure,pets,politics,science,culture,food,movie",16,363
Norman Shah,"food,politics,adventure,pets,joke",106,408
Roy Lunsford,"joke,pets",93,927
Pedro Pope,"food,science,movie",420,408
Theodore Schluter,"adventure,pets,culture,food,fashion,politics,movie",249,560
Irene Reinsch,fashion,9,433
Allan Ferrell,"sports,culture,movie,food,science,fashion,politics",116,871
Daniel Smith,"sports,joke,food,adventure,pets,fashion,politics",304,532
Floyd Edwards,sports,8,478
Jackie Hovey,joke,14,895
Joshua Cuomo,"pets,movie,culture,adventure,politics,fashion",465,257
Patrick Thrall,"fashion,food,adventure,science,politics",592,919
Jerry Conner,"sports,pets,fashion,movie,politics,science",557,276
Richie Lipka,"culture,science,adventure,pets,sports",537,550
Marvin Ballard,"food,movie,culture,fashion,science,pets",552,767
Katherine Jones,"culture,fashion",30,177
Dorothy Montgomery,"pets,culture",86,334
Rosa Barr,"science,pets,politics",171,613
Sean Smith,"food,fashion,culture,politics,joke",295,894
Doris Mccreery,"food,sports,adventure,pets,science,fashion",342,950
Elizabeth Shelton,"sports,joke,pets,politics,movie",282,188
Warren Ross,"adventure,food,movie,pets",523,316
Deanna Sebastian,politics,20,465
Susan Wilson,"adventure,fashion,food",469,996
Brian Gaudette,"adventure,food",54,772
Cheryl Lovell,"science,pets",87,1000
Joanne Larson,"sports,adventure,fashion,culture,joke,food,science",198,757
Reginald Wright,pets,18,201
Louise Jaramillo,"sports,culture,adventure,science,food,joke,movie",160,739
Robert Peterson,"science,politics,adventure,pets,joke,fashion",410,254
Mamie Bray,"pets,politics,joke,science",311,183
Karen Phillips,"food,science,movie,fashion,politics",554,297
Alexis Turpin,"joke,food,sports,adventure",463,91
Walter Dorado,"adventure,sports,pets,movie,culture",393,311
Florence Johnson,"food,science",85,807
Ashley Shimizu,science,35,155
Erik Mclaren,"joke,culture",45,352
Candy Farr,"movie,science,culture,joke,adventure,pets,sports",336,877
Jordan Alessio,politics,20,851
Georgia Reyes,"movie,science,fashion,joke",482,862
Sally Mackson,"adventure,joke,movie,pets,politics,science",542,442
Denise Mccrae,"food,joke,adventure,movie",453,561
Florence Wilson,"fashion,movie,science,pets,adventure",372,384
Angela Dostie,pets,18,719
Diane Dean,"adventure,sports,movie",170,121
Jeffrey Lee,joke,14,233
Verna Sullens,"culture,adventure,joke,politics,pets,food",97,630
John Huddle,"movie,culture",67,868
Eric Carter,joke,14,426
John Dobbs,"culture,adventure,politics,sports,pets,food",394,46
Linda Peck,science,35,9
Christopher Legg,"pets,movie,sports,adventure,fashion,joke",438,37
Frank Gonzalez,"joke,politics,sports,culture",415,194
Trang Stoeffler,fashion,9,143
Linda Johnson,"sports,culture,movie,science",430,150
Vicki Manzano,"politics,science,food,fashion",562,843
Mark Ramirez,"joke,movie,culture,politics,adventure,science,pets",395,91
William Hall,"adventure,science,joke,sports,politics,culture",221,743
Christina Mitchell,"adventure,joke,movie,food,science,politics",224,868
Henry Murray,adventure,26,279
Janice Calhoun,"joke,movie",41,214
Zack Carter,fashion,9,237
James Haigler,"adventure,joke,pets,movie,politics,fashion",271,237
Florance Bosserman,"fashion,adventure,science,politics,sports,movie,food",412,215
William Frank,"culture,fashion",30,536
Lana Curren,"fashion,adventure,movie,sports,pets",551,686
Gabriel Berry,"pets,sports,food,science,adventure,politics",94,480
Orlando Sanders,"culture,movie",67,753
Anne Johnson,"pets,politics,culture,adventure",183,90
Max Wendt,"food,culture,politics,joke,fashion,movie",13,703
Bernice Rowell,"sports,joke,food,culture,pets,fashion,science",264,887
Daniel Talbert,"adventure,politics,pets,culture,sports,movie,fashion",2,492
Michael White,"culture,politics,pets,joke",444,712
Dennis Collins,politics,20,831
William Levy,"food,sports,pets,culture",265,172
Barbara Benoist,"politics,movie,pets,culture,science,food",502,449
Albert Jones,"joke,fashion,culture",200,888
Jennifer Williams,"sports,culture,politics,adventure",404,349
Sheldon Stinser,"pets,science,food,culture",408,3
James Jones,"sports,movie,food,science,adventure,fashion,politics",412,53
Joseph Fredette,"pets,fashion",95,815
Kirk Vance,"science,joke,pets,sports",435,215
Robin Deal,culture,15,183
Richard Duhon,"politics,food,culture,sports,joke",19,586
Eileen Garrett,"movie,food,pets,politics,culture",341,141
James Allen,"food,sports",57,486
Robert Wood,"sports,movie,joke,food,adventure,fashion",434,82
Andrea Woody,"adventure,pets,sports,science,politics,food",94,53
Kevin Keller,"food,sports,science,pets,adventure",342,901
Linda Vargas,"fashion,movie,joke,politics,adventure",114,39
Alfred Christensen,"pets,science,culture,food",408,231
Mark Silvers,"sports,culture,fashion",98,760
Christopher Hovis,"adventure,politics,joke,food,sports,fashion,movie",351,273
Corrine Roberts,adventure,26,805
Larry Allen,"adventure,joke,fashion,politics,science,food",592,434
Adrian Sabatino,"sports,adventure,culture,food,movie,pets",218,44
Christina Cassidy,"fashion,food,pets,adventure,culture,movie,sports",376,968
John Williams,"adventure,joke,culture,politics",545,214
Nikia Mejia,fashion,9,10
Lynn Blanchard,"science,adventure",10,76
Willie Olson,"food,adventure,science,movie,politics,pets,joke",381,102
Jeffery Dimond,"science,politics,sports,adventure",515,803
Carlos Neale,"joke,food,movie,sports,fashion,science",434,242
Ada Campbell,"food,movie,fashion,science,joke,culture,politics",13,473
Peter Radigan,"sports,joke,movie",280,382
Donna Cassidy,"politics,fashion,adventure,food,science,movie",278,15
Abel Johansson,politics,20,979
Richard Cook,"joke,adventure,culture,politics,science,pets",509,51
Robert Ellingson,"food,joke,sports,pets,culture",23,514
William Thacker,"adventure,culture,politics",345,471
Rosia Lee,food,24,739
Margaret Buchanan,"sports,adventure",123,624
Amanda Phuong,"culture,adventure,pets,science,fashion,sports",363,115
Mary Huey,"joke,food,science,pets",568,351
Leonard Williams,"movie,fashion,science,food,politics,pets,sports",419,815
Dana Brannigan,"politics,culture,food,fashion,sports,movie",116,506
Ronald Coates,"sports,politics,food",234,491
Andy Jones,"adventure,food,culture",244,775
Angela Ross,"movie,joke,politics,food",254,232
Christopher Strayhorn,"fashion,sports",48,865
Carl Leake,pets,18,401
Alexander Schaedler,"joke,adventure,science,fashion,pets",410,991
Juliette Deschamps,"politics,culture,adventure,fashion,joke,food,sports",390,124
Paul Ferguson,science,35,951
Ruth Walters,"sports,culture",56,768
Clara Hyun,"politics,science,adventure,fashion,pets",410,811
Clinton Velez,"sports,food,movie",204,583
Amy Stanley,"fashion,adventure,politics,movie,culture,science",96,5
Jolie Gamble,"pets,joke,movie,culture,adventure,sports,food",364,193
Anthony Cook,"politics,fashion,sports,food",182,281
Clifford Matesic,"adventure,politics",101,768
Trista Howard,"politics,joke,pets,movie",164,71
Alfred Dobbins,"science,joke,culture,food,adventure",366,477
Marvin Stater,"fashion,food,adventure,politics,science,joke,movie",278,875
Mary Hruska,"fashion,politics,adventure,movie,pets,food,joke",44,66
Derrick Proulx,food,24,634
Glenn Johnson,"adventure,joke",58,499
Jack Thompson,sports,8,283
Jessica Lockett,"food,movie,culture,science,pets",552,1
Maria Spengler,"fashion,science,adventure",161,899
Norris Coyle,"joke,adventure,culture,food,fashion,science",454,747
Harold Schiller,"movie,fashion",77,342
Wanda Rivas,"sports,fashion,politics,science,joke,culture",107,996
Faye Fruman,"politics,culture,joke,movie,sports,fashion,food",396,235
Michael Adams,"adventure,food,pets,politics,science,fashion,movie",188,147
Evelyn Fuller,politics,20,266
Guillermo Kaszynski,"science,politics,fashion,movie,food,adventure,pets",188,637
Barbara Raines,"culture,sports,food,pets,adventure,science",22,627
Jessica Turner,"adventure,movie,science,culture",281,545
Victoria Franklin,science,35,832
Vera Whitten,"food,movie,culture",448,179
Kenneth Cobbs,"food,adventure,joke,culture,sports,politics",390,85
Sandra Drake,movie,11,217
Larry Taft,"movie,culture,fashion,food,joke,adventure",579,974
Douglas Ritchey,"culture,pets",86,978
Henry Perry,"food,joke,pets,adventure,culture,movie",512,213
Bryan Hernandez,"politics,movie",120,668
Robert Valdovinos,"pets,fashion,joke",40,521
Susan Ingram,"joke,fashion,culture,science,pets",513,31
Cory Rankin,"sports,culture",56,888
Mary Schartz,food,24,462
Hubert Owens,"fashion,sports,adventure,science,joke,politics",485,307
Bernard Cooke,"food,fashion,science,politics,sports,culture",360,333
Philip Melgar,joke,14,145
Mary Campbell,"joke,science,fashion,sports,food,culture",198,84
William Walker,politics,20,285
Stacy Church,sports,8,761
Angel Oconnell,"movie,politics,sports,science,adventure,pets",230,149
Lila Acosta,"fashion,pets,movie,joke",505,509
Denise Manuel,"sports,fashion,food",309,568
Willie Corn,"food,science,pets,sports",409,366
Geraldine Shams,"movie,politics,pets,sports,science,joke",455,636
Denise Johnson,"fashion,science,culture,food,sports",360,248
Charles Dorsey,"culture,sports,adventure,food,fashion,pets",22,891
Marie Bunker,"adventure,movie,fashion,food,science,sports,joke",434,907
Shawn Jacobsen,adventure,26,816
Ernest Jones,"culture,joke,adventure,fashion",102,618
Michael Baker,"food,science,movie,adventure,fashion,pets",188,844
Janice Nicholson,"culture,joke",45,934
Williemae Tetreault,"science,culture,politics",177,785
Grace Millis,"pets,culture,joke,fashion,food,adventure",152,209
Crystal King,"joke,politics,fashion,science,sports,culture",107,650
Sharolyn Rasche,"adventure,fashion,politics,pets,movie,sports",563,574
Cindy Marmol,"food,politics,sports",234,935
Cynthia Clark,food,24,530
Richard Kessler,"pets,joke,adventure",179,861
Donald Walker,"joke,fashion,sports,politics,adventure,movie,food",351,997
Nancy Doty,"food,science,joke,sports",483,36
Gary Brooks,fashion,9,821
John Batz,"fashion,movie,food,sports,joke,culture",79,279
Esther Nix,"joke,food,movie,fashion,adventure",122,860
Helen Cardwell,"pets,culture,adventure,fashion,food,science",498,623
George Maynard,food,24,784
Nathan Bell,"fashion,food,culture,science,movie",565,662
Rob Suarez,"science,sports,fashion,joke,politics,adventure",485,640
Michael Gipson,"politics,sports,pets,science,fashion,adventure,movie",230,812
Cherrie Caruso,"science,pets,culture,politics",445,234
Walter Diaz,"food,adventure,politics,culture",400,705
James Moon,"joke,science,adventure,culture,pets",509,449
Joan Lester,"movie,pets",61,412
Cassidy Fisher,food,24,595
John Blish,"fashion,culture,sports,pets,food,science,movie",70,588
Eduardo Buehlman,"fashion,movie,joke,food,politics,science",554,232
Nanette Sanders,movie,11,944
Florence Thomas,"pets,food,movie,joke,sports",297,521
Floyd Hughes,"joke,fashion",112,244
Ruth Myer,"adventure,pets,politics,sports,fashion,food,movie",424,712
Donna Benson,"food,culture,sports,science,adventure,movie",25,165
Timothy Mckenzie,"fashion,culture,joke,pets,movie",586,616
Norman Hughes,fashion,9,663
Ryan Betancourt,"adventure,fashion",119,85
Claud Staley,"politics,joke,sports,culture",415,490
David Salazar,"politics,adventure",101,324
John Ryder,"adventure,politics,food,movie,pets,culture",249,784
Diane Baggett,"culture,movie,adventure,pets",388,983
Milagros Francese,"politics,food,sports,fashion",182,514
Barbara Lusk,"politics,joke,fashion,culture,sports",107,621
Elizabeth Hawn,"movie,joke,culture,politics,fashion",83,666
Christopher Brown,"sports,culture,joke",213,431
Adrianne Stephens,"science,joke,pets",192,948
Bradley Wilson,"adventure,sports,culture,science,fashion",214,650
Don Byars,"pets,science,joke,fashion,food,movie",154,851
Bella Kulig,"adventure,science,fashion,movie,politics,food,joke",278,14
Juanita Archibald,food,24,838
Chester Curry,"fashion,food,sports,adventure,science,pets,politics",94,935
Gregory Davidson,"science,fashion,culture,politics",337,474
Luz Hoffman,adventure,26,631
Patricia Chauvin,"pets,food,joke",257,255
David Miles,"pets,politics,joke",300,940
Kimberly Veal,"joke,fashion,politics,movie,pets",37,54
Maurice Dansby,"sports,politics,joke,fashion,adventure",114,917
Quintin Cassels,"sports,fashion,adventure,science,movie,culture,joke",7,740
Jayme Lawson,"food,politics,sports,joke,culture",19,512
Margaret Jones,"food,fashion,culture,adventure,science",339,576
Luis Berry,"pets,adventure,fashion,movie,politics,joke,culture",166,499
Frank Clark,"sports,science,pets",293,559
Linda Palmer,culture,15,815
Bryan Brinlee,"movie,pets",61,465
Jesus Nelson,"adventure,culture,science,fashion",425,483
Kim Morrison,"politics,food,adventure,joke",417,514
Charles Coates,"politics,culture,sports,movie,food,adventure,science",319,502
David Oliver,pets,18,533
Robert Downing,"politics,fashion,pets,culture",484,432
Linda Isaac,"culture,pets,science",245,754
Mark Mccray,"adventure,joke,sports,food,pets,fashion,science",386,72
Derek Trosper,"movie,politics,joke,fashion,adventure,pets",271,868
Melissa Strickland,"fashion,culture,pets,food",266,391
Julie Jackson,"pets,food",32,198
Kim Rooks,food,24,31
Diane Hunt,"joke,politics,food,movie,adventure",224,28
Dawn Vanmeter,movie,11,685
Cynthia Fair,"pets,politics,science,fashion,sports,culture,adventure",363,680
Raymond Dodd,"culture,joke,politics,science,adventure,pets,fashion",38,514
Tommy Johnson,"food,joke",99,612
Sylvia Miller,politics,20,49
Tamara Eisentrout,"politics,joke,science,fashion,food,adventure",592,420
Rosie Pomeroy,"adventure,sports",123,593
Alisia Barragan,"culture,adventure,food,joke,fashion",356,551
Christian Pulliam,"politics,sports,joke,adventure,food,fashion,culture",390,611
James Clark,"food,movie,fashion,politics,pets,sports",203,647
Carol Kleinpeter,politics,20,246
Jessica Guercio,"sports,science",60,402
Sandra Wollschlager,"fashion,pets,politics,food,sports,adventure",525,996
Keith Simmon,"food,sports,science,pets,joke,movie",348,174
Elizabeth Mcadam,"sports,movie,adventure,culture,fashion",165,649
Megan Panetta,"sports,pets,science,adventure,culture,joke",184,309
Virginia Moody,politics,20,4
Joseph Campbell,"food,pets",32,23
Raphael Coley,"food,joke,culture,adventure,pets,movie",512,469
Glenda Haynes,"movie,adventure,pets,joke,culture",586,836
Brian Paul,"culture,science,pets",245,968
Simon Gorius,"politics,pets,food,sports,adventure",525,406
Joseph Carter,science,35,887
Robert Hanstein,"politics,food,adventure,culture",400,595
Ronald Gray,fashion,9,984
Ira Lane,"movie,sports,joke,politics,pets,fashion",455,832
Julie Cauffman,"culture,fashion,joke,pets",401,838
Roberta Navarro,"sports,science",60,173
Antonia Richardson,"fashion,joke,sports,adventure,food",450,887
Alice Caudle,"science,joke,pets,movie",478,212
Lois Mcgough,"politics,science,joke",325,429
Janet Mcintosh,"food,adventure,movie,joke,pets,politics,fashion",44,778
Tammy Clary,"joke,science,movie,pets,fashion,politics,culture",354,699
Hilda Coffman,food,24,651
Margaret Carnes,"sports,culture,science,fashion,movie,pets,adventure",416,85
Kevin Collins,"adventure,politics",101,573
Andy Wells,"fashion,food",76,395
Nicole Rhames,science,35,200
Margaret Mulder,"fashion,adventure,movie,culture",330,144
Kelly Lee,"pets,joke,adventure,fashion,sports,food,movie",185,396
Rosemary Jacobsma,"politics,culture",68,4
Luella Wade,food,24,671
Cynthia Charron,"adventure,politics,pets",318,702
Dan Hollinger,"pets,science,culture",245,951
Thomas Thixton,"sports,movie,joke,adventure",357,535
Ryan Marchand,"adventure,culture,fashion,politics,food",339,332
Ralph Ray,fashion,9,84
Michael Hinman,"science,joke,food,sports,culture,movie,politics",491,996
Bonnie Odom,"joke,sports,culture,fashion,science,food,pets",264,755
Chad Murphy,"science,movie,adventure",333,354
Thomas Turner,"pets,fashion,food,sports,science",342,335
Karen Williams,"politics,movie,pets,adventure,joke,fashion,food",44,279
James Leymeister,"movie,politics,pets",291,563
Joseph Sanders,"movie,food,politics,joke,sports,adventure,culture",519,784
Sallie Thomas,"sports,joke,politics,movie,fashion",589,395
Noreen Patterson,"movie,politics",120,216
Dale Mcbride,"food,science,pets",62,718
Bethany Burris,"food,politics,joke,pets",398,184
Nadine Cooper,"science,movie",109,707
Gregory Chapman,"movie,pets,politics",291,117
Florence Foss,"culture,food,movie,joke,fashion,adventure",579,674
Patricia Gaynor,"science,fashion,pets,food,movie,joke",154,309
Robert Abner,"joke,science,sports,culture,food,movie",160,101
Shira White,"sports,adventure",123,779
Ernest Hood,"sports,movie,pets,food,science,joke",348,881
Paul Ward,pets,18,549
Dave Wadsworth,"movie,culture,food,fashion,pets,sports,adventure",376,565
Wayne Leonard,"sports,science,pets,joke,movie,food,fashion",348,74
Gary Wigfall,"pets,adventure",115,518
Joel Zazula,"pets,culture,politics,joke,sports,science,fashion",279,278
Bethann Gelb,"adventure,sports",123,131
Kenneth Mcnutt,"fashion,science,food,pets",575,26
Bobby Crum,sports,8,583
Aaron Light,"pets,adventure,sports,fashion,food,culture,politics",394,243
Wilfred Perez,"sports,politics,movie",209,988
Matthew Sheth,"pets,science,joke,adventure",437,555
John Woodson,culture,15,519
Mark Cabrera,"politics,adventure,joke,pets,movie,sports",539,295
Jeffery Warren,"sports,science,food,politics",494,523
Adolfo Cotelesse,"sports,movie",66,278
Kathy Rust,"joke,movie,fashion,culture,sports",80,803
Genevieve Hayes,"food,culture,science,joke,fashion,pets,politics",442,618
Laura Williams,"sports,politics,movie,science,culture,pets,food",187,290
Kyle Henley,"adventure,science,movie,pets,culture",346,691
Paul Sweeting,"fashion,joke,politics,pets,culture,sports",279,773
Shana Alonso,"politics,joke,sports,science",487,451
Terry Brocato,"adventure,sports,science,fashion,movie,politics",323,471
Javier Ford,fashion,9,824
Mary Swanigan,adventure,26,114
Henry Williams,culture,15,146
Kenneth Hasbrouck,"science,sports,adventure,politics",515,70
Angie Garza,"sports,pets,movie",306,628
Cynthia Wheeler,"adventure,politics,food,joke,sports",414,192
Benjamin Campbell,"joke,movie,food",298,806
Sharon Miller,"movie,adventure,culture,food,joke,politics",243,877
Robin Wrisley,"fashion,politics,pets,sports,food",578,544
Denise Hutchinson,"adventure,food,movie,science,fashion,pets",188,634
Martin Cornejo,"politics,fashion",127,758
David Lew,"culture,politics",68,632
Tamara Hall,joke,14,159
Donald Vicente,"adventure,culture,movie",314,877
John West,"pets,science",87,974
Annie Palermo,joke,14,853
Deborah Amidon,"adventure,science,sports",206,124
Catherine Banks,"politics,adventure,joke,culture",545,278
Judy Varner,"fashion,science,adventure,joke,movie,food,sports",434,283
Justina Smith,culture,15,950
Michael Virkler,"culture,fashion,sports,food,adventure,pets,joke",377,867
Gregory Reed,"science,adventure,food",261,516
John Mccoy,"sports,pets,politics",92,185
Frank Bishop,"politics,pets,joke,fashion,science",228,802
Willie Edward,"movie,fashion,science,adventure,food",122,349
Nancy Marusarz,"fashion,politics,joke,food,adventure,movie",278,963
James Collazo,"food,adventure,pets,science,sports",342,176
Lewis Cross,"culture,movie,adventure,politics,pets,joke,food",406,663
Marissa Jones,"movie,culture,politics,sports,science,joke,pets",193,792
Christopher Ally,"joke,food",99,180
Margaret Macaluso,"movie,culture,politics,food,fashion,pets,adventure",249,306
Marcos Newell,"culture,food,science,politics,pets",33,469
Martin Moravek,"fashion,food,sports",309,978
Michael Howard,"culture,politics,pets,adventure,food,sports",394,358
Jeanette Leblanc,politics,20,561
Shonna Cieslinski,"sports,food",57,696
Carrie Juarez,"politics,joke,adventure",233,11
Mary Fujioka,"science,movie,culture",73,174
Terence Hudson,"culture,fashion,food,movie,politics,science,adventure",428,394
Kayla Mohr,"fashion,food,politics,sports,adventure,movie",55,48
Thelma Bieber,"adventure,food,pets,joke,politics,fashion",429,454
Nathaniel Mandolini,"food,joke,movie,politics",254,75
Ira Robinson,movie,11,825
John Stevens,"movie,culture,pets,science,politics,sports,food",187,86
Jimmy Anderson,"fashion,food,joke,science",461,931
Alisa Edwards,"food,adventure,politics,pets,fashion,sports",525,235
Marie Menist,politics,20,111
Pauline Smith,"fashion,sports,movie,culture,adventure,pets,joke",548,356
Irvin Cornejo,"politics,adventure,sports,fashion",514,737
Justin Smith,"adventure,joke,fashion,politics",194,921
Alisha Talamo,"food,adventure,science,joke,culture,politics",454,236
Reginald Moore,"joke,fashion,culture,adventure,sports",151,348
Earl Brewer,"movie,adventure",29,40
Carol Huard,"pets,sports,politics,fashion,movie",489,159
Joyce Dillard,"movie,politics",120,427
Christopher Landor,"adventure,politics,culture,science,food,pets,fashion",498,582
Barbara Burley,"fashion,movie,sports,pets",551,9
Glen Leider,"fashion,adventure,sports,movie,culture,politics,science",507,903
Rita Jackson,pets,18,31
Wendell Stewart,"culture,joke,pets",268,405
Adela Jones,"movie,food,sports,culture,joke",79,152
Ana Safford,"fashion,adventure,food,culture,politics,pets",498,750
Camilla Harper,"culture,joke,food,movie,pets",75,349
Patrick Berry,"joke,adventure",58,711
Robert Price,"politics,movie,sports,culture",36,740
Christina Brund,"movie,fashion,food,sports,culture,politics,adventure",403,615
Thomas Swartout,pets,18,326
Wilson Jackson,"adventure,pets,movie,sports,culture,science,joke",336,260
Shelley Hildebrant,"politics,science,pets,adventure",432,307
Terri Patterson,"science,joke,fashion,politics,sports,adventure,culture",485,583
Christopher Stone,"joke,fashion,food,science",461,542
Jesse Wood,"politics,pets,sports,science,joke,food",375,7
David Toohey,"adventure,culture,pets,movie,fashion",586,186
Mark Boock,"fashion,pets,adventure,politics,movie,joke,sports",539,719
Robert Barrett,"joke,sports,politics,adventure",65,360
Melonie Plescia,culture,15,107
Zoila Huerta,movie,11,21
Michael Davidson,"fashion,food,science,joke",461,3
